tweet,label
. @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL,harmful
The #Child-#Rape Assembly Line URL via @USER We cannot #trust a #Catholic #priest. We cannot trust a #Jewish #rabbi - Why do we let these #people have #secrets?  #GreatAwakening #MAGA @USER,harmful
@USER @USER Possive dumb ass?,harmless
@USER So y'all are gonna fight against gun control but y'all laughing at this guy literally pulling out a gun and shooting it?,harmful
@USER @USER Antifa Slim is obsessed with Trump.,harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Rich you are my OG follower..i had 2 311 fans follow me first but they have hardly ever tweeted..so u get the honors,harmless
"@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!""",harmful
@USER @USER @USER @USER @USER Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,harmful
@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.,harmful
@USER @USER END of Story.   Where is the lying Liberals Witness 🤔,harmful
@USER @USER Since we are a republic.....no. #MAGA,harmless
@USER Holy shit this is sick :0,harmful
@USER Cause if she got the shot she is clearly the MVP I’ve needed of course and there is no use fighting her.,harmless
@USER Holder should be removed with a set of tongs and some disinfectant.,harmful
@USER @USER God thing we have Beto in Texas. He is for decriminalizing crossing the border. He is for reasonable gun control for Texas citizens. Someone could get hurt if citizens try to defend themselves. Poor Arizona you need a Beto of your own.,harmful
@USER I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them.,harmless
@USER She is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break,harmful
@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!,harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I never talked about gun control in any form.,harmful
@USER @USER You do know what the chant Puto means don't you? Fined three times means its not acceptable both are being bullies. One was done by one player the other done by the culture of a country.,harmful
@USER He is the worst person.,harmful
@USER What's doing detriment to this state (and country) is Republicans who refuse to govern as the conservatives they campaign to be. McDaniel may have some flaws (who doesn't) but he's the kind of fighter we need. Some of us are sick of the losers the GOP keeps giving us.,harmful
@USER I FUCKING love this!!!! so so true.  and actually it’s in those types of jobs you will learn the most,harmful
@USER @USER Globalization threatens nationality causing the alt right  concerns about destroyed values that keep us unified like the ten commandments and the Constitution. Then we have the alt left demanding their mini Bolshevik indoctrination to oppress everyone and start a war. Let God be,harmless
@USER @USER She should be treated like the man that she is.,harmless
@USER @USER Its unfortunately not as cut and dry as all that. Gun laws vary per state. Even cities. Compare Chicago that has extreme gun control with New York that has almost the same level. Yet Chicago has horrible gun crime and NY not to that extent? Criminals are the problem.,harmless
@USER Billy bargain 👍,harmful
@USER Absolutely. We conservatives have another strong lady to lead our country 2019.,harmless
I'm starting to think these things are a cover for #maga It distracts people from paying attention to trump. URL,harmless
@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao,harmful
@USER And the unexplained 42 murders associated with her mother are pro christian?,harmless
@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please,harmful
54 night club partiers slaughtered in Oregon with .30-caliber Universal M-1 carbine. The NRA calls gun control research 'unethical'.,harmless
@USER the owner of my culo,harmful
@USER No way! She is!,harmless
@USER Liberal Dictionary:   Illegal Immigrants: Dreamers  Trump Supporters: Deplorable Dregs MS-13 Killers: Human Beings  Babies in the Womb: Not Human Beings  Antifa:Protestors  Law Abiding NRA: Terrorists  Bill Clinton: Feminist  Brett Kavanaugh:Predator Liberalism=a mental disorder,harmful
. she. is the most powerful woman on this earth oh my fucking god URL,harmful
@USER Winston thinks she is lovely URL,harmless
#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans  / Trump swamp Lier !!   #MAGA #women #Christianity URL,harmful
@USER Everyone in Washington including John Heinz is being uncovered as the corrupt elites they are...Like cockroaches running from the light.,harmful
@USER Yes do hurt your selves gun control freaks.,harmful
@USER You Conservatives want to talk about scandals!  Really?  Let’s get started. If you have the balls. Let’s get busy you chickens.,harmful
@USER @USER Bro I randomly tried this dns shit and it worked first time wtf,harmful
@USER @USER This is purely a move to block a nomination. Liberals said early on they would not vote for him. This made up story is a slap in the face to all who were really sexually harassed. It shows liberals really don’t care about any true victims. Power first.,harmful
@USER @USER You align yourself with an organization that butchers babies for profit. Than scream about the need for gun control and the violence against our children but somehow your OK with the butchering of 100s thousands of innocent defenseless babies every yr If it lines your pockets.,harmful
@USER still waiting for mine fat,harmful
@USER The reason you don’t have a wife is because you are an ass.,harmful
@USER @USER @USER Please point out what isn’t true. Do the SHITlibs not love austerity and slashing public funding? Do they not love privatization? Are their social policies anything more than empty gestures? Has anyone in this thread referred to Drug Fraud as far right? No? So all true! 😃,harmless
@USER @USER LMAOOO fucking love you see you hotties soon xox,harmful
@USER Oh dear. Conservatives will implode over this.,harmless
"@USER  Why isn't the basic issue of Survival of the Fittest"" vs ""Take Care of Everyone"" the #Dems main point.  Isn't this the core of all others ? gun control, wealth and income inequality, health care, entitlements, EPA, Glbl Wrm.  Most agree here URL",harmless
@USER What??? She is cute but she doesn't look like me at all,harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The world knows that Right wing extremists are responsible for more terror attacks that leave people actually dead in the US than all other groups combined.... statistical fact. Will remind not 1 case of anyone dying because of antifa... your not on solid ground here..,harmless
@USER @USER SERVES THE BASTARDS RIGHT!,harmful
"@USER Yes, Joy @USER ?....  You were about to say Six-and-a-half years?"" Because that's correct, you sociopath.  You are ""stuck with this @USER ,""  f o r  t h e  n e x t  SIX-&amp;-ONE-HALF-YEARS.   #MAGA2KAG @USER  🇺🇸 #WINNING""",harmful
@USER Fake Mews,harmless
@USER Remember when for decades conservatives yelled at liberals and progressives for being moral relativists (they weren't)? That was fun.,harmless
@USER @USER That’s not what he is saying. Situations are similar.,harmless
@USER Oh he is more than that lol,harmless
"@USER It wasn't as if he was bothering her. However, after a moment she looked up from her phone and sighed. I'm sorry, growing up the way I did, I'm a little bit of a hard ass, when people give me compliments, I apologise because you didn't —""",harmless
@USER @USER what if the cops are part of the antifa,harmless
@USER I think he WAS black. But thank God the police here behaved professionally. She is SCARY!,harmful
@USER @USER That’s funny I don’t care who you are,harmless
"@USER both the liberals and conservatives have failed the people, Proportional representation would fix this. Harper's failures are still fresh in my mind, now Trudeau's broken promises, I have to vote for anything but"", again.""",harmless
@USER @USER Jesus she is the evilest of cunts,harmful
Yes!!!!! Please!!!!  #MAGA #ConfirmKavanaugh #VoteRedToSaveAmerica URL,harmless
"2) In a weird way the debate about Section 33 reminds me of the gun control debate in the US. They have laws that allow people to own guns designed to kill people yet are shocked when guns are used to kill people. We assumed they would restrain themselves.""""",harmful
@USER @USER I was at the laundromat just reading his comments last night 😂 he was basically saying porch monkey was a term used years ago and “liberals” made it into a racist thing and it all just snowballed from there lol,harmless
@USER So these Parkland students are a joke they were hijacked from Sanity by these gun control freakazoids at the get-go and their parents let them,harmless
So since Dems want stand on a soapbox over Kavanaugh exactly when  will you be addressing the sexual slush fund covering your backsides #MAGA,harmful
@USER @USER The liberals won’t investigate because they know there’s nothing there. They’d rather have someone else do it so when nothing is found the liberals can blame them.,harmful
@USER @USER She is scary now 🦇🦇🦇,harmless
(Albert)  Conservatives are spreading the lie Anderson Cooper faked a hurricane... URL,harmful
@USER @USER Obama wanted liberals &amp; illegals to move into red states,harmless
@USER By making conservatives so sick we can't make it to the polling place!,harmful
@USER Just make sure you have another one to March out there when this one gets laughed at ok? Think ahead liberals   Or should we just back off because she's a female?,harmless
@USER I made my position clear with the principal...that clearly he is used to dealing with young adults. My son isn't mentally. I would ask they check before sending me that msg again. I think my likeness is a dart board in the staff lounge,harmless
@USER Google CFO is a joke! And so is the idiot who hired her for this position.  #Googlearecorrupt   #BestuseQwant,harmful
@USER @USER Love watching replays of election night 2016. And watch the media completely m let down.,harmless
@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅),harmless
@USER @USER You are devaluing everyone's opinion on the Independent article whom agrees with me by saying they are disgruntled students or bots. Just because they don't put Dr. In their Twitter name it doesn't mean they haven't done 'deeply important research' as you fondly put it.,harmful
"@USER That guy has a legit case. Trump ain't fuck up the sexual orientation laws yet so dude needs to take them to court. And I say that as someone who describes themselves as I'm Not One of Those 'I'ma Sue!' People"".""",harmful
@USER @USER @USER We love an eagles family,harmless
"@USER primary argument against #Kavanaugh is that he is too Constitutional""  The democrats started a civil war during Clinton  They heightened their propaganda during Obama  They are scared animals backed into a corner  Antifa, BLM &amp; MS13 are their Sturmabteilung""",harmful
@USER @USER @USER No. But I am. You are hilarious. Not in a good way.,harmful
@USER @USER 🤷🏾‍♂️ if he is gay oh well 😂😂 he be havin mfs HOT! Lol I like how he plays,harmless
@USER Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation. It will not work! Get over @USER triumph. You communists will not destroy the USA #MAGA,harmful
@USER He is about as useless as a tit on a hog just saying 😎,harmful
"@USER @USER Billionaires making donations to Democrats don't help advance any left wing causes, they simply cause Democrats to act in the interest of billionaires, just like Republicans, regardless of the absurd conspiracy theories Alex Jones and PJW tell liberals"" like you.""",harmless
@USER @USER @USER Any updates re ending your blatant #racism as #Windrush &amp; #Grenfell proves you are  @USER @USER #alloutpolitics #politicslive #PMQs @USER URL,harmless
#MOGG: #JacobReesMogg calls for @USER to #ChuckChequers now.   'Chequers pleases nobody other than the #PrimeMinister herself.'  URL #BBC #SKY #LBC @USER @USER @USER @USER @USER @USER @USER @USER #Tory #Tories,harmful
@USER @USER You are just looking at the price...,harmless
@USER She is one of our greatest so you be thrown under the bus for that bad judgment.,harmless
"@USER You might as well go to your Walmart cashier to get info on nuclear fusion as go to nbc for gun info. With the crap the media feeds these empty brains it's no wonder we have gun control cultists and universal background checks"" #GunSense #GunControlNow #GunControl""",harmful
1. We all want affordable health care for everyone. Liberals want it so badly they are willing to change the facts to produce the theory. That's false science. The correct thing is to change the theory to accommodate the facts. That's science.,harmless
I love it when a plan comes together ☺️ #maga #nexit URL,harmful
@USER @USER At an AntiFa riot and screaming at white people,harmful
@USER She should ask a few native Americans what their take on this is.,harmful
@USER Oh my god🤮🤮🤮🤮,harmless
@USER Oh dear. I’m so sorry you are having migraine. I have them as well. Sending up prayers for you. ❤️😊🌹,harmless
So I’m at the store and a dude walked in wit a MAGA shirt on (smh ) dog I was mean muggin the fuck outta dude so much that he left his broad in the store.🤷🏽‍♂️😆😆😆,harmful
@USER @USER @USER ....Except not all Millennials are for Gun Control.,harmful
"@USER @USER @USER @USER @USER Really, but he is.  Don't say because of Russian collusion, not proven after 2 yrs. Besides collusion is not a crime.  We the People"" are winning.  #WWG1WGA #MAGA""",harmless
"@USER @USER @USER @USER @USER  You are fkn deluded pal #FatNixon is a digusting pig  Trump interview on 9/11: [My building] was the 2nd-tallest in Manhattan... And now it’s the tallest.""""",harmful
//i’ll make a pinned tweet when i get home but She Is Here,harmless
@USER @USER @USER But ... but ... I was trying to get him to block me. The trans porn story was the perfect ammunition ... but now it will never happen! 😮😧🙁😞😢😭 URL,harmless
@USER Go buy an Antifa shirt from wal mart you lumpenprole,harmful
@USER And again you are proving... your a dog!,harmful
@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt,harmful
60 and hopeful to someday meet a classy gal that I can talk to about MAGA and WWG1WGA!  Have yet to find!  Having way to much fun now not to share :-) URL,harmless
@USER The fact that she is disrespectful and blatantly rude has nothing to do with her situation🤪,harmful
@USER @USER @USER @USER @USER I'm sure most patients would prefer to be treated in a professional and transparent manner by the NHS rather than being packed off to some carpet bagging health company hoping to squeeze a shareholder dividend out of an essential public service monopoly.,harmless
@USER Holy crap. I didn't realize it was THIS bad. Thanks for posting this...,harmless
@USER @USER She is such a disgusting hypocrite!,harmful
",...Criminal Complicity in ALL OF THIS MESS! --- Last night, Mr. Gregg Jarrett appeared on Hannity""!,...He is Always Incredible, and He made Another Great point when He reminded All Of US that ""Starting an illegitimate Investigation is a Crime""! ---  TRUTH IS COMING OUT MUELLER!""",harmful
@USER Then resign. You have done NOTHING to check El Presidente. You are part of the swamp and hold NO Nebraska values! RESIGN,harmful
@USER I remember when the game just fucking started.,harmless
@USER 💀 i beat they ass too for letting them get hit,harmful
@USER Freak “!,harmless
@USER Should I name all the reasons? URL,harmless
@USER @USER I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit.   The whack job commies scare the shit out of everybody. It's about time we started talking.,harmful
@USER @USER Richard Cephalic is what he is. (Its clinical),harmless
@USER @USER What the point the BBC are the propaganda machine of the @USER you all know the answer to Brexit is disaster thats loud and clear by businesses &amp; corporation but your just the mouth peace of the TORIES.,harmless
@USER @USER Strongest gun control in the country 🤔,harmless
@USER Fuck off,harmful
@USER said on @USER he doesn’t think we should be selling AR15’s but Liberals deny it and say he is pro gun! The AR15 is not an assault weapon it is a sporting rifle. #KeepTexasRed vote @USER,harmless
".@USER Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative...the first time any government has offered housing associations such long-term certainty""  🏘🏘🏘🏘 URL",harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Somewhere i saw that the real reason that gun control was first pushed in the 60's was to keep the guns out of the minorities hands.,harmless
@USER @USER @USER You two are nothing but attention seeking whores. Start talking about real issues such as racial injustice sensible gun control prison reform and other issues that important,harmful
@USER I'll bet she is a liberal democrat.,harmless
@USER Maybe we need more gun control after all - liberals should not be allowed to possess them!,harmless
@USER Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!,harmful
@USER @USER Dangerous to liberals for sure open the flood gates!,harmless
@USER Are #conservatives in #Kansas joining in on claiming Christine Blasey Ford is making false accusations while supporting @USER at the same time?  Cus that level of stupidity is the hallmark of the @USER,harmful
@USER @USER @USER False. They have not released the names of the 13 Russians yet,harmless
"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL",harmful
".@USER asks @USER to respond to criticism that the Liberals only care about anglophones when it's time to get their votes. Couillard says that's not the case: I think people know my sincerity on these matters."" #Quebec2018""",harmless
@USER  I love the comments about squishy conservatives and their support of the need for guest workers. Sounds like @USER .,harmless
@USER @USER It’s never been about that!!Everything about Color 🤨If public safety was a concern there would be MORE GUN CONTROL e.g Assault Rifles 😶,harmless
@USER You are welcome. 👍,harmless
@USER @USER McRaven engaged in a publicity stunt. He never spoke publicly against any #CommanderInChief before he retired. A retiree issuing a challenge to the President is an empty and hollow gesture.  #MakeAmericaGreatAgain #AmericaFirst #MAGA #USA🇺🇸,harmless
"@USER @USER @USER And civil rights,"" like the 'right' to kill your own child transcending a child's right to life...from the same people that insist on more stringent gun control laws to 'save the lives of children.' Let that sink in...""",harmful
@USER I knew you weren’t a Real Republican committed to your party!!!! You need to leave. Get out now!! You are a disgrace to every republican/conservative member who work towards solutions and does not constantly diminish The POTUS!!! Quit already.,harmful
@USER 3 pitches right down the middle while no one else is having trouble with this guy. Its unbelievable he is playing with the season on the line,harmless
@USER  Could WE get some honest Law enforcement agencies to dig into @USER Chinese Spy chauffeur. He may have been sexual assualted in High school.  Funny how an American citizen didn't qualify for the job.  VOTE #MAGA URL,harmful
@USER Ooooo Damn! Looks like a Rainbow! All Pretty And Shit!,harmful
@USER Maybe she’s just mad that you don’t “attack” her enough that she is getting as much work as she did at the height of her “victimhood” period? I always told you that she only got that much work for that long was by parlaying victim points from your criticism into work offers.,harmless
@USER @USER Civilians Also   I'll admit its hard sometimes  when helping Grok 24-7 lol   I've been called names I didn't even know existed  Example   Antifa Grannies  Brokeback Valor (WTH is that) Grok Girl Friend (Yep No Shit)   Things Frauds will say   Thank You Grok (Brother) 😆😆😆,harmless
@USER @USER @USER She is a terrible person.,harmful
@USER What ad hominem. He is paid by the e cigarettes industry. In what universe people tend to be neutral when it gets to their paycheck. Get anything out there and it will be cited. Not everybody knows the truth about people motivations. Welcome to planet earth when money talks,harmless
@USER but nice,harmless
@USER Thanks Colleen 😇Means a lot to me.....She is doing good about 4 hours away from Louisville Kentucky 👍,harmless
@USER America will be better off once you retire Flakey Jeff Flake.  Go away.......,harmful
@USER Anti abortion is not about the sanctity of life. Its about the subjugation of women. If it was about life then the paradox you point out would not exist and gun control would be pursued.,harmless
@USER When will they learn.  People dont care about what they think about politics.  Just read your lines and entertain us.  Keep your stupid pins and fake tattoos and ribbons at home. #MAGA #Emmys,harmful
@USER @USER @USER @USER @USER He is a point guard whose assist to turnover was 1/1.,harmless
@USER @USER @USER That’s the aim  Liberty  #WWG1WGA #MAGA #TheRainMakers #QAnon #QArmy URL,harmless
@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.,harmful
15 signs that say you are an #entrepreneur. Is this YOU? URL #smb URL,harmless
@USER @USER That’s how immature she is not to mention no class at all O!! Not even a dime,harmful
@USER @USER @USER @USER It’s called educating liberals.,harmless
"@USER I don't agree. I prefer gun control"". ""Gun safety"" shifts the debate into a lane that they prefer. Don't give an inch.""",harmless
@USER She is a bit skeptical... Her past relationships were rather challenging and she clearly has not the best experiences.   This is why she always wants to be sure. URL,harmless
@USER CNN is evil.  A true enemy of the people.  I can’t believe there are people who still take them seriously.,harmful
@USER @USER If I ever met this woman I can guarantee you I would want to just slap the shit out of her.  She is a total disgrace !!  Dumber than a box of rocks,harmful
@USER Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! #MAGA #Trump2020,harmful
@USER Criminal schmuck.,harmless
@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.,harmful
@USER @USER How do I connect my USB token to an iPhone?,harmless
@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL,harmful
@USER This is not the first time she has expressed this dismissive attitude toward public outcry against her votes. Those people will be a factor when they vote her ass out of office in 2 years. I think she is toast.,harmful
@USER Wind has become the true anti-fascist! Long live comrade wind against U.S. imperialist and capitalist hegemony!!!!! #antifa #socialism,harmless
"@USER @USER Look at Sweden, France, UK, Europe is changing. EUROPE WILL BE A MUSLIM CONTINENT BY 2050. Please watch the YouTube video title  MUSLIM DEMOGRAPHICS "" , YOU WILL BE SCARED TO DEATH, unless you are a Muslim or love Islam. Mind u, I'm an African in America.""",harmful
@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more,harmful
@USER If liberals can’t win they will do whatever it takes to obstruct the process.,harmless
@USER @USER @USER 👏WELL👏SAID👏👏👏👏👏👏She gets more negative feedback than anyone ever!! Because she is always defending her BAD BEHAVIOR! Way to show her little girl how to act!👏👏👏👏👏👏,harmful
@USER @USER @USER @USER @USER @USER @USER Are you a major figurehead in Antifa or just identify as one?,harmless
@USER He was saying niggas who say they boycotting Nike for the military are racist because the military fuck with Nike 😂,harmful
@USER I don't entertain shit.,harmful
"@USER @USER @USER @USER  Flake shld end his search for relevancy"". He's RINO filled w hatred for POTUS. #Despicable behavior""",harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all patriots please fb,harmless
@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!,harmful
@USER We’re super excited to have him! He is now on board for the #HadexIncursion,harmless
@USER @USER middle class voted &amp; continue to support our @USER that u demoralize daily bcuz we do not like direction our country has been heading. It continues when u take a BLIND EYE to hate &amp; violence spewed from ANTIFA &amp;  illegals who disregard our laws.,harmless
@USER Because they have a corrupt liberal government that steals from the people. Liberals at work....,harmful
@USER @USER GET OUT OF MY MENTIONS (i stand corrected),harmless
@USER At this point it’s just a money grab... they’re not even trying to hide it now,harmless
@USER Getting scared ugly man?,harmful
#workjams @USER because she is #everything #buyit URL,harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all Patriots 🇺🇸 #MAGA,harmless
@USER @USER @USER @USER She is on the march to match Kinscem.,harmless
@USER That’s really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script that’s all.,harmful
@USER @USER The realm of the imaginary can be quite powerful too,harmless
@USER @USER @USER He is such an arrogant creep... believes he is God’s gift to Politics,harmful
@USER Better than what? Truth? Politicians have never been good at that. My America is better than Flake.,harmful
@USER What do u expect from vile violent lying disgusting liberals,harmful
"@USER Hallo please find the unroll here: Thread by @USER 1. Moore's failure to deal with the foul smear against him, is a good example of how the new rules could apply. The firs […]"" #FakeNews #MAGA URL See you soon. 🤖""",harmful
#TuesdayThoughts   Why do Democrats and liberals feel so compelled to stop a conservative judge like Kavanah to the Supreme Court?  Democrats favor upholding any and every immoral law in this country.   Who would prefer evil instead of doing what is good?,harmless
@USER You are battling with what you feel,harmless
@USER same i just want to win so i can finally have a good pc and shit post in full body in vrc,harmful
@USER @USER He IS 10x. REAL ONES know Kuniva. He'd rip anyone apart right NOW. Studio or street.,harmless
@USER @USER Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.,harmful
@USER Would be nice if you quoted her complete answer. She is right the constitution guarantee the right to face your accuser. But than #EnemyOfThePeople only care about what pleases them,harmless
@USER That shimmmy— ok ok ok. You are that bitch. Lmao jk,harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Picked up some fire og today. It's really good but it's ugly as fuck. I almost passed on it but he smoked a j with me and it's fuckin fire. Wish we could share a bowl my brother ✌️💚,harmful
@USER @USER $10 says he/she is white. Any other white people notice how many shitty white people there are or am I the only one who sees this?,harmful
@USER @USER nope that would be you,harmless
@USER @USER What a waste of one’s short life.🤷🏻‍♂️🇺🇸,harmful
@USER @USER gfy ...the NFL should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,harmful
@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,harmful
@USER rose.. you are so good... id kill for you without hesitation i love you,harmless
@USER @USER @USER Look at antifa..,harmless
@USER Doesn't surprise me. Texans hate Liberals w/ Soros backing.,harmful
@USER Rosier has played like straight fucking garbage i mean he was tolerable at most during the undefeated run last year but ever since Pitt he’s shown how much of a scrub he is and Richt is scared to death to start Perry,harmful
"9/9 push a narrative. Remember it's their place to tell us what to think. Well I'll gladly be, as Hillary said a DEPLORABLE"", ""IRREDEEMABLE""  or as gropy Joe  just said, ""DREGS OF SOCIETY"". Tells us all how they feel about the middle class, Christians and Conservatives. #VoteRed""",harmful
@USER Blaming Trump for the hurricane is showing his ignorance and hate..if only he were to give his salary to their recovery maybe then he can help,harmful
@USER She is an absolutely beautiful gorgeous woman Inside and Out,harmless
@USER @USER @USER Politico reached out to the “65” women. Only 2 stood by him. That’s 65-63=2. Gotta break it down for #Maga.,harmless
@USER Nike lost $3.75 billion after kaepernick was named face of “just do it” bullshit.,harmful
#MondayMotivation Instead of #MAGA - could we please have #MAAA - Make America America Again - the rest of the world misses you!,harmless
@USER @USER #nope... With Mm no way...maybe is time to ask Sky what has gone wrong? Because #Foster from CNN have the book first than KP tweeted about the book...  Liberals... From Trump for Americans to Mm for British... I don't known who is worst,harmful
@USER A letter she wrote was used as an exhibit by the ACLU in their lawsuit against the Trump administration on family separations at the border. She sounds connected. URL,harmless
@USER @USER @USER And conservatives are no longer conservatives why do you think Maxime Bernier has started a new party that will follow original Conservative values.,harmless
I'm shocked that this gun addict is also an alleged pervert! URL   #NRA #2A #MolonLabe #gunsense #momsdemand #MAGA #WednesdayWisdom,harmful
@USER Got your ass lmao,harmful
@USER @USER Twitter will be banning a lot more conservatives or anyone that speaks out about the Dems or Liberals. Closer to the elections,harmful
@USER @USER @USER If by Conservatives you mean people that work and pay taxes to help support people like you then I guess we are dumb thinking that you would appreciate it instead of wanting more and more. Get a job start paying taxes and see how much you love any tax and spend gov.,harmful
@USER Why are you talking?  You have zero credibility with anyone!  You lied to the @USER and you lied to America. Slither back under your rock!  Your wife said you were going to be “the John Dean” of the scandal- you are “the George Costanza” #liar,harmful
