tweet,label
@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane.  Pretty sure he is shitting his pants right about now,Harmful
@USER @USER @USER if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ...,Harmful
@USER God help us all!!,Harmless
@USER Hogg doesn't  have a clue about life .,Harmless
@USER You are more then welcum,Harmless
@USER I cast my vote as “OPPORTUNIST” #ChristineBlaseyFord had THIRTY-FIVE years to come out with her allegations. Why now? It’s obvious. #MAGA URL,Harmless
@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!,Harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA,Harmless
@USER IK never did. He is liar.,Harmful
"@USER @USER To the view"" all the persons involves in the show- please you are better than ""this"" to have self promoting ""stripper"" on with her lawyer  please don`t lower your standards !!!""",Harmless
@USER He's worried about his bottom line that's what upsets him,Harmless
@USER @USER Corrupt RHINO. Glad he stepped down,Harmful
@USER @USER That's funny she says she is a mental health counselor yet has displayed the actions of a complete paranoid phycho!,Harmless
"@USER She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",Harmful
"...If we claim to be without sin, we deceive ourselves and the truth is not in us. If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness. (1 John 1:5-9)""",Harmless
@USER FBI has nothing to investigate.,Harmless
@USER @USER F Hope! Since he’s ‘NOT smarter than a 5th grader’ maybe she is!,Harmful
@USER @USER @USER He didn't pay a money for his accounts and stuff.  So he is now a stranger.  And everything it is because of his obsession for Sonic.  I hope that he dies there.,Harmful
@USER No time for political correctness. It is a Lie. Everyone knows this. Behind the scenes the liberals are laughing. Take the vote.,Harmless
@USER WOW!  That lie'n bitch is at it again. URL,Harmful
@USER @USER @USER @USER Yeah! Let's get some gun control in this piece so white male Americans can stop shooting places up. PROTECT ALL AMERICANS,Harmless
@USER Fake News or PROPAGANDA is the ENEMY of this Country,Harmful
@USER @USER @USER @USER @USER She is going to be heartbroken to see you and you 6 followers go. Bot bot bot.,Harmless
@USER Also “the left calls anyone it doesn’t like fascist”  &gt;Calls everyone on the left Antifa.,Harmless
@USER @USER We all know this is another Liberals Corruption!!,Harmful
@USER ...while wearing his t shirt promoting gun control...,Harmless
@USER @USER Conservatives are opposing liberals and Canada,Harmless
@USER You still have not addressed your solution to make schools safer....you just preach more gun control...what are your solutions???,Harmful
A bitch just be minding her business 💁🏽😂,Harmful
@USER @USER He is so sweet!,Harmless
@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..,Harmful
@USER @USER First law — sensible fucking gun control!,Harmful
@USER @USER I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!,Harmless
@USER @USER Kind of like when conservatives wanna associate everyone to their left as communist antifa members?,Harmful
@USER @USER @USER Oh boy just wait! YOU ARE IN FOR A SURPRISE! Can't believe ANYONE to be that IGNORANT! LMAO!,Harmful
-- @USER in the sitting room making herself a drink. Her shoulders are raised indicating how tense she is. I walk over to her and start to make myself a drink as well. ] You know you made things more --,Harmless
@USER @USER But you knew it was pointless to cry because it would just add to the awful humidity... 😭,Harmless
@USER @USER Truly has got to be the most idiotic thing I've ever seen.,Harmful
@USER @USER @USER @USER @USER @USER @USER @USER What are you opposing? A neutral jurist sitting SCOTUS that weighs merits of a case as presented and determines COTUS adherance? MeToo=WarOnMen BLM=WarOnCops Antifa=WarOnSociety Abortion=War on POC &amp; POOR  #LiberalismIsAMentalDisorder #MAGA @USER @USER,Harmless
@USER They really don't care who he is. Only that he will act as a judicial alt right operative on the Supreme Court.,Harmless
@USER What the fuck is this they’re trying to set him up so it looks like he somehow deserved to be shot,Harmful
@USER Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,Harmless
@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.,Harmful
@USER Ya know how many ppl have pot in their homes?! So fukn what? The cops are trying to get their buddy off! She is a murderer!,Harmful
Actually antifa makes u want to kick them right in the teeth URL,Harmful
@USER A woman who assisted in the rape of a child should never see freedom. PERIOD!,Harmless
@USER @USER When they go low???@USER @USER @USER @USER @USER,Harmless
@USER That shit got me dead!! Eager ass boi!,Harmful
@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is,Harmful
@USER This is #MAGA's first victory lap. I'm up for the vote!,Harmless
@USER @USER The Stinking media says Antifa and Code Pink are black radicals...every one I ever saw was a Racist White Democrat and they blame their violence on blacks.....bad stuff,Harmful
@USER @USER See the mess Europe is for PR examples. Giving liberals a go at anything in government always ends in disaster. You're welcome: URL,Harmless
@USER no prob!!! She is really well made!,Harmless
@USER This is so fake he’s unable to feel true feelings he even lies when he says anything and she is just as stupid in standing by a man who clearly doesn’t respect the unity of marriage while he was with her and pay these women off STAND UP DIVORCE LIKE HIS OTHER WIFES DID HES A PIG,Harmful
"&lt;God's chosen leader"" my ass!  Fuck Christian conservatives!!!&gt; Baptist pastor Brian Kaylor claims Sarah Huckabee Sanders lies to defend “God’s chosen leader” URL",Harmful
@USER  Good- that soundtrack you DMed me with was fire as fuck and I still listen to it often💪🏽 Bad- My tracks are better😭 (joking I’m shit),Harmful
@USER ・・・ Did you know that if you are awesome enough to get a Cherry Cola tattoo you’re entitled to a drink on the house at Cherry’s for life?! 🍒🤣🍹 URL,Harmless
@USER You are a Communist state controlled newspaper.   Very much like #ANTIFA would love to see.   And your country executes people who dissent with your support.   Enough said.   Get off my twitter stream,Harmful
@USER @USER She is a keeper...,Harmless
@USER And no one in their infinite wisdom couldn't predict this? Please!,Harmless
@USER Hmmm it’s almost like gun control laws don’t work. Which means that there must be something more than guns that are the problem.....,Harmful
@USER Funny Human Rights He is  Pro Abortion That settles it He lies pacified deceives Playboy,Harmful
@USER @USER We don't watch any NFL games. This guy can shove it in his pie hole.,Harmful
@USER You are my hero,Harmless
@USER Hahaha BIG thighs is not going to make it,Harmful
".@USER are encouraged by #SWIFTgpi: When you solve the issue of transparency in cross-border #payments, you are on the way to solve other challenges being faced by the industry."" URL #BFNewYork URL",Harmless
@USER @USER @USER Exactly she is so incredibly talked and I’m so excited to see her on my tv weekly. 💙💙. She’s brilliant.,Harmless
@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? URL,Harmful
@USER @USER He won’t!  He’ll do just like Mitch McConnell and never mention the good that @USER has accomplished.,Harmless
@USER there is no way he is 25 35 maybe not 25,Harmless
@USER FOLLOW THE MONEY 💰 MONEY 💴 MONEY 💵,Harmless
A little appreciation post for my bestie because she’s a bad bitch and I’m thankful for her💗 @USER URL,Harmful
27 reported deaths in Sutherland TX church shooting. Dems already calling for gun control and shootings and I'm just waiting for to report on the pedophile content that allows. There is a reason American media does what the establishment has been trying to tell you to stop taking,Harmless
@USER @USER Yes! I got Twitter account just to follow him : ),Harmless
@USER 🧠 damages she is,Harmless
@USER @USER @USER Saul does not suffer fools. And he is impatient with people who are too lazy to read and learn.,Harmful
@USER It’s (she) is a real problem.,Harmless
#war in conservatives#war on unborn babies#war on education#war on civility URL,Harmless
@USER @USER This B**ch Behar needs to shut that big ugly hole on her face and think about the fact she's not giving Kavanaugh or his family the benefit of their rights as citizens. In her fat head they're guilty bc they're Conservatives. Behar needs a muzzle around decent people. HRC clone.,Harmful
@USER @USER @USER @USER Do the trade,Harmless
@USER More misleading nonsense. It’s like you are incapable of straight News. Fake through and through.,Harmful
@USER @USER This Pope has to go.,Harmless
@USER But the orange preferred to send the hospital boat away and now she is standing empty. It could have saved many people. Fuck@USER,Harmful
@USER @USER @USER Amen !!!,Harmless
@USER Because claims if sex assault and rape are only political weapons to them.,Harmless
@USER He is Spartacus!!!,Harmless
@USER Bill Maher is a known POS!,Harmless
@USER I love the video articles and the diagrams. The stories are not too long and you are doing a great job of teaching. In fact I'd love to see more.,Harmless
@USER @USER @USER And people still think this administration is the greatest since sliced bread. Ridiculous.,Harmful
People leaving racist comments on my posts will be instantly blocked. There are low follow accounts posting this crap and I think they are trying to make #MAGA look bad  If you are racist in any way feel free to block me because I think you're an ignorant POS,Harmful
@USER @USER @USER @USER Antifa = Democrats = Dixiecrats = KKK URL URL,Harmless
@USER it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat,Harmful
@USER He is still eating and talking about p**sy on carter V. Trust me,Harmful
@USER @USER Why do they thing liberals don't own guns? We don't spend our life savings on them.,Harmless
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This is the PIC MSM showed us in 1999 for #JFKJR plane wreckage also- FAKE!!!    Here is a video, showing another pic MSM showed of #JFKJr, even MORE FAKE!!! URL  Article:  Evidence Of A Cover up &amp; Why official story is in DOUBT!""  URL URL",Harmless
"...it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government."" URL",Harmful
@USER @USER I know how you feel Stormy Daniels because I used to be a dancer and a go-go girl I have had 10 years under my belt and I know people like that pay under the table or be a hush money so you are not lying about what you doing people make excuses and they don't own up what they do,Harmless
@USER #NeverAgain We need gun control. It’s enough! Do something @USER,Harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Keep it going let’s all remember VOTE!!! VOTE RED!! Let’s do the #MAGA for our 🇺🇸🇺🇸. 📣Yaay!! #MAGA!! 🇺🇸🇺🇸🇺🇸🗽🗽🗽💥💥💥🔥🔥🔥🌪🌪🌪🌪🌪🌪🌪🌪,Harmless
@USER Yes bitch 😭😭😭😭,Harmful
@USER Here's a link to my channel with a plethora of topics to peruse: URL,Harmless
@USER @USER @USER Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.,Harmful
@USER @USER @USER @USER @USER He is Crying In his Pic or Tum Hs rhi ho 😡😡,Harmless
Trump’s border wall will never happen. #MAGA #BlueWave2018 URL,Harmless
@USER And people still buy their shit. Why?,Harmful
@USER @USER @USER People don't seem to know about these organizations or understand their scheme. It's anti-freedom tuition fees and Antifa piggy banks. Need more people to denounce it and make students aware of it so they can vote to stop funding them.,Harmless
@USER @USER He is Satan,Harmful
@USER @USER @USER There are people and groups who do want to ban certain guns or guns in general. Yes nra was pro gun control. However now gun laws are just being made after every incident with huge amount of bureaucracy.,Harmless
60 #WW Resignations In Five Days The Global Swamp Is Being Drained. #MondayMood #MAGA  #DeclassifyItAll  URL URL,Harmless
@USER @USER As I’m sure he is advising everyone must evacuate 🙄,Harmless
@USER @USER And - on reflection -  I is a sycophantic twat   But that does not mean he is wrong,Harmful
@USER The truth for the gun control/anti-2A URL,Harmful
@USER Most men are decent and respectful so how is it that the so-called conservatives have such a knack for finding and elevating sexual predators?,Harmful
"@USER ATTENTION!! @USER is publishing a list for ANTIFA of names of Trump supporters. Some are high profile; MANY are everyday Trump supporters. He has been reported to Twitter, but they have still NOT suspended his account. Check out his account...Lists"".""",Harmless
@USER I AM SO WEAK SHE REALLY BEAT HER ASS,Harmful
#disgusted her constituents voted liberal #LeonaAlleslev #fuck off URL,Harmless
@USER @USER @USER That's why what she did was an ANTIFA style attack. Abusive method meant to bully opposition into silence for control,Harmful
@USER @USER homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,Harmful
"@USER Be patient with us we have autism"" Cap!""",Harmless
@USER He is too lazy. Just slouches over and waits for the defender to come to him. Bum,Harmful
@USER @USER Liberals are sick people!,Harmful
@USER Another billionaire buffoon.😎,Harmless
@USER He is the absolute worse. Period. That is all.,Harmful
@USER @USER What in the wide world of sports is go’in on here? Pansies.,Harmless
@USER @USER Forget Montel! Those who speak so speak from their own delusional disgusting truth! He is not worth it!  Trash pick up coming! URL,Harmful
@USER And this from the clown that should be in prison?,Harmful
@USER @USER Nobody cares about paid protesters the Capitol Police need to get a hold on them lock them up,Harmful
@USER Give him the Oscar!!,Harmless
"@USER @USER Climate change is a myth. Gun control is unconstitutional. Gestapo?"" What a stupid thing to say. They are upholding laws that have been on the books since 1996. Dumbasses""",Harmful
@USER You should reach out to Paul.berger@USER He is teaching &amp; researching these classes. &amp; he is fierce &amp; great! V. Ethical.,Harmless
@USER @USER They always get mad when they are losing money. 🇺🇸,Harmless
@USER @USER @USER @USER @USER She can’t remember when it happened she can’t remember where it happened she can’t remember how she got there. She is a liar and a feminazi who will go to any lengths to smear this man. She is a LIAR.,Harmful
#New post #Former Theresa May aide Will Tanner says Conservatives are 'sleepwalking into opposition' has been published on SAllBuzz - URL URL,Harmless
@USER @USER Exactly. Well said! #MAGA,Harmless
@USER He can go to hell,Harmful
@USER @USER @USER @USER Post hoc ergo propter hoc.  Your homicide (&amp; gun violence!) rates have increased steadily over the decades since the 1st implementation of gun control laws. Homicides have recently dropped (unrelated to any significant gun measure) yet police are demanding to be armed.,Harmless
@USER Heroes and villains. Garak is neither. He is: URL,Harmless
@USER They are conservatives who want him appointed.,Harmless
@USER @USER @USER @USER Yes. Yes he is!,Harmful
@USER @USER @USER @USER Just give up. You are desperate to spread hate &amp; the more you do the more we send love to the victim. You have lost your humanity. Stop and think what you are trying to achieve because you look like you want to start a war on innocent people.,Harmless
@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama.  Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them.  Bunch of pussies.  #MerrickGarland  #Resist,Harmful
@USER @USER @USER Are you aware that Hillary Clinton said she was going to use Nuclear weapons against Russia. That was after she sold the 20% of our weapons fuel. She is a complete idiot.,Harmful
@USER @USER @USER fails to realize he is the party of @USER and Antifa. A complete lack of self awareness. These people are dangerous. #EnemyOfThePeople,Harmful
@USER i love you u beautiful bitch rAWR,Harmful
@USER @USER   URL  Let me give you something your wife can't :P Cum join me live now x,Harmless
@USER Yet more evidence that the @USER have turned ‘The Party of Business’ into ‘The Party of Fuck Business’. Bizarre.,Harmless
@USER @USER @USER @USER @USER Odd. Stating opinions comes with an attack (cunt and assumption of a streamer using boobs for attention.) It was verbal diarrhea from a person who ought to know better.,Harmful
@USER @USER Pssst Bono's Ass,Harmless
@USER @USER is paid to attack the credibility of anyone who criticizes or accuses Trump of wrong doing. He is a paid political hitman disguised as a journalist. He is a hack!,Harmful
@USER @USER @USER They need to only ever see the sky from the safety of a HMP exercise yard,Harmless
@USER U nasty bitch,Harmful
@USER @USER Picked the fuck up,Harmful
@USER Illegal Immigrants:  Human Beings Trump Supporters:  MAGA Gullibles MS-13 Killers:  Fear mongering Human beings in the womb:  Not your baby/not your business Antifa:  Same as RW nut jobs  Law Abiding NRA Members:  Could be terrorists Bill Clinton:  Your crush Kavanugh:  PREDATOR,Harmful
@USER @USER Only conservatives pounce.,Harmless
@USER @USER @USER please don't kill me. antifa on the other hand...,Harmful
@USER is really THAT bitch wow,Harmful
@USER @USER I believe gun control should consist of guarding your firearms from thivery and kids.,Harmful
@USER Yes keep voting until the NEW REICH IN BRUSSELS GET the result they want.  Call another referendum and just see what happens.  Go away Liberals your finished,Harmless
@USER I can relate completely Arlene lol,Harmless
@USER @USER I’ve never once heard you be thankful. All you do is shit on Canada. On the police. On our history. On Conservatives.,Harmful
@USER @USER is gross,Harmful
@USER All this division in our nation is utter nonsense.,Harmful
@USER Meh @USER should be asking @USER @USER and @USER about their blatant disregard for truth in the gun control discussion now present in the country - this is why criminals have no fear. Government misdirection! URL,Harmful
@USER God bless my uncle has cancer too but she is in a better place now,Harmless
@USER Good Day   I trust that you are well  Please send me your email address,Harmless
@USER That's because you liberals have no morals anything goes with your kind drugs sex child endangerment,Harmful
@USER Trump needs to move to Egypt as he is constantly in de Nile.,Harmless
@USER can you pls get rid of holly he is so uneducated of sports. Wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke,Harmful
@USER Hey love just wanted to check on you!!! I hope you are okay hun !!,Harmless
@USER He’s going down with the rest of them #deepstate #ObamaWorstPresidentEver,Harmless
@USER this is exactly who you sound like.  Complete dog shit. Been meaning to tell you this for a while.  #long #cox URL,Harmful
@USER  My. Arms. Wasn't. That. Big! N. Neither. Was. My. Boobs! They. Are. Now! From. Them. Injecting. Fat! Into. My. Body!,Harmful
@USER You're full of s***. It's the Liberals paid by Soros who are doing those things,Harmful
&gt;Tfw She is a lesbian,Harmful
@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,Harmful
"@USER @USER @USER @USER @USER @USER @USER im just a reality based results oriented kind of guy...   how it turned out, is what informs my opinion.. not my idealistic dreams ..  all liberals are progressive.. all conservatives regressive.  all within varying degrees relative to their location..   all politics is local""""",Harmless
@USER @USER @USER @USER @USER It's already legalized killing of babies and liberals are afraid of Trumps supreme court picks taking it away.,Harmful
"@USER @USER majority of DACA from 3rd world countries are communists~activists-Antifa-Ofa&amp; 1 INCOMPATIBLES w/USculture&amp;2Felons by criminal violence&amp;participation in cult includes kill potus45""&amp;""destroySovereignUSA-USConstnDem'y+ replace w/marxist 4thReichNWO tyranny=TREASON""",Harmful
..@USER @USER 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA,Harmful
@USER @USER @USER @USER Now Comes The Pain...........  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA URL,Harmful
@USER @USER When a white man commits murder conservatives say he is mentally ill. If an immigrant commits murder they blame religion and nationality and smear an entire nation of people. Bigotry. URL,Harmless
@USER @USER is Zoe getting married? I refuse to believe this. she is still a BABY. A BABY. LOL.,Harmless
@USER @USER He should have started since game 1. But don't worry once he gets the start it will change the faith for the Browns. He is a winner!!! Nothing against current starter. But he is just a back up in the NFL.,Harmless
@USER Graham you are on the wrong side of history.,Harmless
@USER @USER Likely an AntiFa thug who plasterd himself with temp-tatts for the interview with the ShitLib press...,Harmless
@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,Harmless
@USER @USER she is a cracchead lol just waiting for her to leak it herself,Harmless
@USER @USER @USER The conservatives are winning because of a turn coat liberal?  So you're admitting cons are failed libs?,Harmless
@USER First Man movie is an accurate metaphor for the NWO Globalist Left--they give you enough to make you believe they're truthful unless you have educated yourself!,Harmful
@USER But they’re still the number one Fake News Network.,Harmful
@USER I mean it worked for gun control right? URL,Harmful
@USER @USER @USER He is such a stroke🙄,Harmless
@USER Chances are if you say “hey no need to call her a whore” you’ll get called a libtard and blocked... but more Conservatives need to stand up and call out vile behavior. Difference between telling someone they can’t say something and what was said was wrong.,Harmless
@USER @USER I understand the logic of all that. But the person living there will also know the background of who the mother is and why she is there to honor her daughter on that day. It escalated quickly and now the mom is dead. So unnecessary,Harmless
@USER AMEN HE is with me,Harmless
@USER Let me borrow yo shit first 🤣,Harmful
@USER Another country with strict gun control.  For some reason gun control never helps the average citizen but dictators and terrorists sure support it.,Harmless
@USER @USER She is a fake. Vote her out. Now she wants sympathy.,Harmful
